,1  Age,2  Gender,3  University,4  Department,5  Academic Year,6  Current CGPA,7  Did you receive a waiver or scholarship at your university?," 1  In a semester, how often you felt nervous, anxious or on edge due to academic pressure?  "," 2  In a semester, how often have you been unable to stop worrying about your academic affairs?  "," 3  In a semester, how often have you had trouble relaxing due to academic pressure?  "," 4  In a semester, how often have you been easily annoyed or irritated because of academic pressure? "," 5  In a semester, how often have you worried too much about academic affairs?  "," 6  In a semester, how often have you been so restless due to academic pressure that it is hard to sit still? "," 7  In a semester, how often have you felt afraid, as if something awful might happen? ",Anxiety Value,Anxiety Label," 1  In a semester, how often have you felt upset due to something that happened in your academic affairs?  "," 2  In a semester, how often you felt as if you were unable to control important things in your academic affairs? "," 3  In a semester, how often you felt nervous and stressed because of academic pressure?  "," 4  In a semester, how often you felt as if you could not cope with all the mandatory academic activities? (e g, assignments, quiz, exams)  "," 5  In a semester, how often you felt confident about your ability to handle your academic / university problems? "," 6  In a semester, how often you felt as if things in your academic life is going on your way?  "," 7  In a semester, how often are you able to control irritations in your academic / university affairs?  "," 8  In a semester, how often you felt as if your academic performance was on top? "," 9  In a semester, how often you got angered due to bad performance or low grades that is beyond your control?  "," 10  In a semester, how often you felt as if academic difficulties are piling up so high that you could not overcome them?  ",Stress Value,Stress Label," 1  In a semester, how often have you had little interest or pleasure in doing things? "," 2  In a semester, how often have you been feeling down, depressed or hopeless? "," 3  In a semester, how often have you had trouble falling or staying asleep, or sleeping too much?  "," 4  In a semester, how often have you been feeling tired or having little energy?  "," 5  In a semester, how often have you had poor appetite or overeating?  "," 6  In a semester, how often have you been feeling bad about yourself - or that you are a failure or have let yourself or your family down?  "," 7  In a semester, how often have you been having trouble concentrating on things, such as reading the books or watching television?  "," 8  In a semester, how often have you moved or spoke too slowly for other people to notice? Or youve been moving a lot more than usual because youve been restless?  "," 9  In a semester, how often have you had thoughts that you would be better off dead, or of hurting yourself?  ",Depression Value,Depression Label,Anxiety_is_missing
1731,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.80 - 4.00,No,1,1,0,0,0,2,0,4,Minimal Anxiety,2,1,2,0,0,1,0,1,3,2,12,Low Stress,2,1,1,1,2,2,1,1,0,11,Moderate Depression,FALSE
1732,18-22,Male,RUET,Engineering - Mechanical Engineering / Similar to ME,Second Year or Equivalent,3.40 - 3.79,No,2,2,2,2,2,3,3,16,Severe Anxiety,3,1,4,4,1,2,2,3,1,2,23,Moderate Stress,1,2,2,1,2,2,2,2,2,16,Moderately Severe Depression,FALSE
1733,18-22,Female,DU,Other,Third Year or Equivalent,3.80 - 4.00,No,3,3,3,3,2,3,3,20,Severe Anxiety,3,4,4,4,3,3,2,2,2,4,31,High Perceived Stress,1,2,2,3,1,3,3,0,1,16,Moderately Severe Depression,FALSE
1734,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,No,2,2,0,0,2,3,1,10,Moderate Anxiety,3,4,4,1,3,3,4,2,2,2,28,High Perceived Stress,1,2,1,2,1,2,1,2,1,13,Moderate Depression,FALSE
1735,27-30,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,No,2,1,2,1,1,2,1,10,Moderate Anxiety,1,2,2,3,3,2,2,3,2,2,22,Moderate Stress,3,3,0,3,1,1,1,3,1,16,Moderately Severe Depression,FALSE
1736,18-22,Female,RU,Liberal Arts and Social Sciences,Second Year or Equivalent,3.40 - 3.79,No,2,2,3,1,2,2,1,13,Moderate Anxiety,4,4,2,1,1,2,2,4,2,2,24,Moderate Stress,3,3,3,3,3,1,3,3,3,25,Severe Depression,FALSE
1737,27-30,Female,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,2.50 - 2.99,No,3,3,3,2,3,3,2,19,Severe Anxiety,4,4,4,4,2,2,2,4,4,4,34,High Perceived Stress,1,2,1,2,1,3,3,2,3,18,Moderately Severe Depression,FALSE
1738,23-26,Male,BUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,No,0,0,1,1,0,1,1,4,Minimal Anxiety,1,1,2,2,1,0,4,3,2,2,18,Moderate Stress,3,1,2,2,1,2,1,1,1,14,Moderate Depression,FALSE
1739,18-22,Male,RUET,Engineering - Mechanical Engineering / Similar to ME,Second Year or Equivalent,3.40 - 3.79,No,2,1,2,3,2,2,1,13,Moderate Anxiety,4,3,3,4,1,3,1,2,3,3,27,High Perceived Stress,1,2,2,3,2,1,2,2,1,16,Moderately Severe Depression,FALSE
1740,18-22,Female,RU,Other,Second Year or Equivalent,3.40 - 3.79,No,1,2,1,2,1,1,0,8,Mild Anxiety,3,4,2,2,1,2,1,2,2,2,21,Moderate Stress,2,0,1,1,1,1,1,0,0,7,Mild Depression,FALSE
1741,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,No,2,3,3,3,3,3,2,19,Severe Anxiety,2,3,4,4,2,4,3,2,4,3,31,High Perceived Stress,1,3,3,3,0,3,3,0,1,17,Moderately Severe Depression,FALSE
1742,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,2.50 - 2.99,No,3,3,0,3,3,3,3,18,Severe Anxiety,2,2,2,2,3,3,1,2,2,2,21,Moderate Stress,3,1,1,3,2,3,2,3,3,21,Severe Depression,FALSE
1743,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.40 - 3.79,No,3,3,3,1,3,3,3,19,Severe Anxiety,2,2,2,1,2,4,1,4,0,2,20,Moderate Stress,1,3,1,1,3,1,1,1,1,13,Moderate Depression,FALSE
1744,18-22,Male,RUET,Engineering - Mechanical Engineering / Similar to ME,Second Year or Equivalent,3.40 - 3.79,No,1,0,0,0,0,0,0,1,Minimal Anxiety,1,1,1,1,1,1,1,2,2,2,13,Low Stress,2,0,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1745,27-30,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,2.50 - 2.99,No,3,1,3,3,3,3,3,19,Severe Anxiety,3,2,4,4,2,3,2,4,4,4,32,High Perceived Stress,1,2,1,3,2,2,3,1,1,16,Moderately Severe Depression,FALSE
1746,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,Yes,0,0,0,0,0,0,0,0,Minimal Anxiety,2,0,0,0,4,4,4,4,0,0,18,Moderate Stress,2,0,2,2,0,1,1,1,0,9,Mild Depression,FALSE
1747,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,Yes,3,2,2,2,2,2,3,16,Severe Anxiety,2,2,2,2,2,2,2,2,2,2,20,Moderate Stress,2,2,2,2,2,2,2,2,2,18,Moderately Severe Depression,FALSE
1748,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,2.50 - 2.99,No,1,2,1,2,1,2,1,10,Moderate Anxiety,1,1,2,3,3,1,1,1,3,3,19,Moderate Stress,2,2,2,2,2,1,1,2,2,16,Moderately Severe Depression,FALSE
1749,18-22,Female,IUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,Yes,0,0,1,1,0,0,0,2,Minimal Anxiety,2,0,1,0,3,4,4,4,1,3,22,Moderate Stress,1,0,0,1,1,1,1,1,1,7,Mild Depression,FALSE
1750,18-22,Male,IUT,Engineering - EEE/ ECE / Similar to EEE,First Year or Equivalent,Other,No,2,3,2,2,2,1,2,14,Moderate Anxiety,2,3,4,3,3,3,1,3,1,2,25,Moderate Stress,1,2,2,3,2,3,2,1,0,16,Moderately Severe Depression,FALSE
1751,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.40 - 3.79,No,1,0,1,1,1,1,0,5,Mild Anxiety,0,2,1,0,0,1,0,1,1,1,7,Low Stress,3,0,1,1,1,0,1,0,0,7,Mild Depression,FALSE
1752,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,No,1,3,0,2,2,2,1,11,Moderate Anxiety,1,2,1,1,2,2,0,0,1,1,11,Low Stress,3,1,1,1,1,0,2,1,0,10,Moderate Depression,FALSE
1753,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,1,1,1,2,3,2,12,Moderate Anxiety,3,3,3,2,2,2,2,2,3,3,25,Moderate Stress,1,1,3,3,1,2,2,1,1,15,Moderately Severe Depression,FALSE
1754,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,3,1,2,3,3,2,2,16,Severe Anxiety,4,4,4,3,0,4,2,4,2,3,30,High Perceived Stress,2,3,3,2,2,2,3,2,2,21,Severe Depression,FALSE
1755,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,0,0,0,1,1,0,2,4,Minimal Anxiety,0,1,2,1,2,3,4,3,2,1,19,Moderate Stress,1,2,2,0,0,0,0,1,1,7,Mild Depression,FALSE
1756,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,1,3,1,1,1,1,0,8,Mild Anxiety,2,2,2,1,0,0,0,2,0,1,10,Low Stress,3,1,1,1,3,0,0,0,0,9,Mild Depression,FALSE
1757,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,2,1,3,3,2,2,3,16,Severe Anxiety,2,4,4,4,1,1,1,2,4,4,27,High Perceived Stress,2,3,3,3,1,2,3,3,1,21,Severe Depression,FALSE
1758,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,0,3,3,3,3,3,16,Severe Anxiety,3,1,3,1,0,1,4,0,2,2,17,Moderate Stress,0,1,1,2,2,2,2,2,0,12,Moderate Depression,FALSE
1759,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,Yes,0,0,1,1,0,0,0,2,Minimal Anxiety,1,1,0,1,4,3,3,0,1,1,15,Moderate Stress,1,0,0,1,0,1,1,0,1,5,Mild Depression,FALSE
1760,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,3,3,3,3,3,3,21,Severe Anxiety,4,3,4,4,1,2,3,1,4,4,30,High Perceived Stress,3,3,3,3,3,3,2,2,1,23,Severe Depression,FALSE
1761,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,2,1,1,1,0,0,6,Mild Anxiety,2,2,2,2,1,3,3,2,1,1,19,Moderate Stress,0,1,1,2,0,1,1,2,0,8,Mild Depression,FALSE
1762,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,3,2,3,3,2,1,15,Severe Anxiety,0,2,2,2,4,4,0,0,0,3,17,Moderate Stress,1,3,0,2,3,3,2,1,3,18,Moderately Severe Depression,FALSE
1763,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,3,2,2,3,2,2,2,16,Severe Anxiety,1,2,2,2,0,1,4,4,2,3,21,Moderate Stress,2,3,0,3,2,3,3,2,2,20,Severe Depression,FALSE
1764,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,2,1,3,3,2,3,2,16,Severe Anxiety,2,2,4,3,1,2,0,1,4,2,21,Moderate Stress,2,2,1,2,3,1,1,2,1,15,Moderately Severe Depression,FALSE
1765,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,1,2,1,0,0,6,Mild Anxiety,0,2,0,2,2,2,4,3,0,2,17,Moderate Stress,1,1,1,0,2,2,2,2,1,12,Moderate Depression,FALSE
1766,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,2,1,2,3,2,2,13,Moderate Anxiety,3,2,2,3,1,2,2,3,3,2,23,Moderate Stress,1,3,2,3,2,3,3,2,3,22,Severe Depression,FALSE
1767,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,3,2,2,2,2,2,15,Severe Anxiety,0,0,0,1,1,2,2,4,4,0,14,Moderate Stress,3,3,2,3,3,3,1,2,0,20,Severe Depression,FALSE
1768,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,3,3,0,1,1,3,12,Moderate Anxiety,2,2,4,2,1,3,4,2,0,3,23,Moderate Stress,3,3,0,3,1,3,0,0,0,13,Moderate Depression,FALSE
1769,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,2,3,2,3,3,2,17,Severe Anxiety,2,3,3,1,2,1,2,1,2,3,20,Moderate Stress,2,1,0,3,1,1,1,1,2,12,Moderate Depression,FALSE
1770,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,1,2,2,2,1,1,11,Moderate Anxiety,2,2,3,1,1,1,1,1,2,2,16,Moderate Stress,2,1,2,2,2,1,0,1,2,13,Moderate Depression,FALSE
1771,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,3,1,2,2,1,3,14,Moderate Anxiety,4,4,4,3,2,4,4,4,2,2,33,High Perceived Stress,1,3,3,3,2,3,3,2,3,23,Severe Depression,FALSE
1772,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,0,2,0,2,0,1,0,5,Mild Anxiety,4,3,3,2,2,3,2,0,4,1,24,Moderate Stress,3,2,2,2,2,2,2,3,3,21,Severe Depression,FALSE
1773,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,3,2,2,3,3,3,1,17,Severe Anxiety,3,2,2,1,2,2,2,3,2,3,22,Moderate Stress,0,3,0,3,3,3,3,3,3,21,Severe Depression,FALSE
1774,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,3,2,1,3,1,1,13,Moderate Anxiety,0,2,2,1,1,2,2,2,4,1,17,Moderate Stress,2,3,1,2,2,1,1,1,1,14,Moderate Depression,FALSE
1775,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,3,3,3,0,1,1,12,Moderate Anxiety,2,2,1,1,3,3,3,3,0,1,19,Moderate Stress,0,0,1,1,1,1,0,1,0,5,Mild Depression,FALSE
1776,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,3,3,1,3,2,2,16,Severe Anxiety,3,3,4,4,2,2,2,2,0,3,25,Moderate Stress,1,3,1,3,2,2,2,1,0,15,Moderately Severe Depression,FALSE
1777,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,1,2,2,1,1,1,9,Mild Anxiety,0,3,3,2,2,2,4,1,2,2,21,Moderate Stress,0,1,3,3,1,1,1,2,1,13,Moderate Depression,FALSE
1778,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,3,3,3,3,3,0,18,Severe Anxiety,2,3,4,4,2,2,2,1,2,4,26,Moderate Stress,1,3,3,3,1,3,0,3,3,20,Severe Depression,FALSE
1779,23-26,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,0,3,3,3,3,3,18,Severe Anxiety,2,3,3,2,3,4,3,3,4,4,31,High Perceived Stress,0,3,3,3,0,3,2,0,0,14,Moderate Depression,FALSE
1780,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,0,2,1,2,2,0,8,Mild Anxiety,2,2,3,3,2,0,1,2,2,3,20,Moderate Stress,2,1,0,0,0,0,2,1,0,6,Mild Depression,FALSE
1781,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,1,1,1,1,1,1,7,Mild Anxiety,2,2,2,3,2,3,2,2,2,2,22,Moderate Stress,1,1,0,0,0,0,2,0,0,4,Minimal Depression,FALSE
1782,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,2,3,1,1,3,1,13,Moderate Anxiety,3,1,2,3,1,2,1,2,2,2,19,Moderate Stress,1,2,3,3,3,1,2,2,0,17,Moderately Severe Depression,FALSE
1783,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,2,1,1,1,1,2,9,Mild Anxiety,2,2,3,2,1,1,1,2,3,2,19,Moderate Stress,1,2,2,2,1,1,1,1,0,11,Moderate Depression,FALSE
1784,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,1,2,1,1,0,0,0,5,Mild Anxiety,0,1,2,0,2,2,0,1,2,3,13,Low Stress,1,1,0,1,0,0,0,0,0,3,Minimal Depression,FALSE
1785,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,Yes,1,3,1,1,3,3,1,13,Moderate Anxiety,4,2,4,2,3,2,2,2,2,2,25,Moderate Stress,3,3,3,3,1,3,2,1,2,21,Severe Depression,FALSE
1786,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,3,3,0,3,3,3,3,18,Severe Anxiety,1,1,4,3,2,3,3,3,4,4,28,High Perceived Stress,3,3,3,3,2,1,2,1,1,19,Moderately Severe Depression,FALSE
1787,23-26,Male,DUET,Engineering - Mechanical Engineering / Similar to ME,Fourth Year or Equivalent,3.40 - 3.79,No,3,3,2,2,1,3,3,17,Severe Anxiety,4,4,4,3,4,4,4,4,4,4,39,High Perceived Stress,0,3,1,3,3,1,2,1,3,17,Moderately Severe Depression,FALSE
1788,23-26,Male,DUET,Engineering - Mechanical Engineering / Similar to ME,Fourth Year or Equivalent,3.00 - 3.39,No,1,2,1,1,2,2,1,10,Moderate Anxiety,2,3,2,1,1,2,3,2,1,1,18,Moderate Stress,2,1,1,2,1,0,3,0,0,10,Moderate Depression,FALSE
1789,23-26,Male,DUET,Engineering - EEE/ ECE / Similar to EEE,Fourth Year or Equivalent,3.00 - 3.39,No,2,1,1,0,0,2,1,7,Mild Anxiety,4,4,3,2,2,2,1,4,1,2,25,Moderate Stress,1,2,2,1,0,1,1,2,1,11,Moderate Depression,FALSE
1790,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,2,2,2,2,2,2,14,Moderate Anxiety,2,2,3,3,2,3,1,2,2,2,22,Moderate Stress,3,3,3,3,3,3,2,2,2,24,Severe Depression,FALSE
1791,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,Yes,3,2,2,2,2,2,1,14,Moderate Anxiety,2,2,4,3,1,2,2,3,3,3,25,Moderate Stress,2,3,2,3,3,2,1,2,2,20,Severe Depression,FALSE
1792,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,1,1,1,0,1,0,1,5,Mild Anxiety,2,3,2,2,1,2,1,2,2,2,19,Moderate Stress,1,1,2,1,0,1,1,0,0,7,Mild Depression,FALSE
1793,23-26,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,Third Year or Equivalent,2.50 - 2.99,No,0,1,0,2,1,1,0,5,Mild Anxiety,2,1,2,2,4,3,2,2,1,1,20,Moderate Stress,1,0,1,1,1,1,2,0,0,7,Mild Depression,FALSE
1794,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,Second Year or Equivalent,2.50 - 2.99,No,2,2,2,2,2,2,1,13,Moderate Anxiety,4,2,1,2,2,3,1,2,2,3,22,Moderate Stress,1,1,2,1,2,2,2,2,2,15,Moderately Severe Depression,FALSE
1795,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,0,3,3,3,3,3,18,Severe Anxiety,3,4,4,4,3,3,0,4,4,4,33,High Perceived Stress,0,3,0,3,2,3,3,3,3,20,Severe Depression,FALSE
1796,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,0,1,3,0,1,3,1,9,Mild Anxiety,2,0,2,3,1,2,2,1,0,2,15,Moderate Stress,1,3,3,3,3,3,2,0,0,18,Moderately Severe Depression,FALSE
1797,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,2,0,1,1,1,0,1,6,Mild Anxiety,2,1,2,2,2,2,2,4,1,2,20,Moderate Stress,1,1,0,1,0,1,1,1,0,6,Mild Depression,FALSE
1798,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,1,1,1,1,1,7,Mild Anxiety,1,1,1,1,3,3,3,3,1,1,18,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1799,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,3,0,2,3,0,2,11,Moderate Anxiety,1,2,2,2,2,1,1,2,2,3,18,Moderate Stress,2,2,2,2,2,1,1,3,2,17,Moderately Severe Depression,FALSE
1800,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,0,1,2,2,2,1,11,Moderate Anxiety,2,4,4,4,3,2,3,3,4,4,33,High Perceived Stress,1,2,1,1,1,2,1,1,1,11,Moderate Depression,FALSE
1801,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,1,2,2,1,3,1,12,Moderate Anxiety,2,4,2,2,1,2,2,2,0,3,20,Moderate Stress,1,2,2,2,3,0,2,1,1,14,Moderate Depression,FALSE
1802,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,2,1,0,2,2,2,1,10,Moderate Anxiety,2,2,4,3,0,2,1,1,4,3,22,Moderate Stress,1,1,1,1,2,1,2,1,1,11,Moderate Depression,FALSE
1803,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,1,3,3,1,3,1,13,Moderate Anxiety,2,2,3,2,2,2,2,3,2,2,22,Moderate Stress,2,1,2,1,1,2,1,3,2,15,Moderately Severe Depression,FALSE
1804,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,1,1,2,1,2,0,1,8,Mild Anxiety,2,2,3,2,2,2,2,3,3,2,23,Moderate Stress,1,1,2,2,1,1,1,1,0,10,Moderate Depression,FALSE
1805,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,0,1,1,1,2,1,1,7,Mild Anxiety,1,1,1,1,2,1,0,1,4,2,14,Moderate Stress,2,1,2,2,0,2,2,1,0,12,Moderate Depression,FALSE
1806,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,1,3,2,2,3,2,15,Severe Anxiety,2,3,4,2,2,1,2,4,2,3,25,Moderate Stress,1,3,3,3,3,3,3,3,2,24,Severe Depression,FALSE
1807,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,3,2,3,3,3,2,17,Severe Anxiety,2,3,2,2,2,1,2,2,4,2,22,Moderate Stress,2,2,1,1,1,2,1,1,0,11,Moderate Depression,FALSE
1808,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,2,2,2,3,1,1,12,Moderate Anxiety,3,2,3,2,1,2,2,3,2,1,21,Moderate Stress,1,2,0,1,2,1,2,1,1,11,Moderate Depression,FALSE
1809,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,1,1,1,1,1,0,6,Mild Anxiety,2,2,2,1,1,1,1,2,0,2,14,Moderate Stress,1,1,1,1,0,0,1,0,0,5,Mild Depression,FALSE
1810,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,3,3,3,2,2,2,3,18,Severe Anxiety,3,3,3,2,2,2,3,2,3,3,26,Moderate Stress,3,3,3,3,3,2,3,3,3,26,Severe Depression,FALSE
1811,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.40 - 3.79,No,2,1,0,1,0,0,0,4,Minimal Anxiety,0,0,1,1,3,3,4,3,1,0,16,Moderate Stress,0,1,0,2,0,2,0,0,2,7,Mild Depression,FALSE
1812,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,1,1,2,1,1,1,0,7,Mild Anxiety,2,1,2,1,3,2,3,2,2,1,19,Moderate Stress,0,0,0,2,2,0,2,2,0,8,Mild Depression,FALSE
1813,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.80 - 4.00,No,1,1,2,0,1,1,1,7,Mild Anxiety,2,1,2,2,3,2,3,3,1,1,20,Moderate Stress,1,1,1,1,1,1,1,1,1,9,Mild Depression,FALSE
1814,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,1,2,1,3,1,2,12,Moderate Anxiety,4,3,4,3,1,3,2,2,4,2,28,High Perceived Stress,1,3,0,3,1,3,1,1,1,14,Moderate Depression,FALSE
1815,18-22,Female,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,1,1,1,2,1,1,1,8,Mild Anxiety,1,2,3,1,3,2,2,3,2,2,21,Moderate Stress,2,1,1,1,1,1,1,0,1,9,Mild Depression,FALSE
1816,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,3.00 - 3.39,No,3,3,1,1,3,2,2,15,Severe Anxiety,2,2,2,1,3,3,3,3,1,1,21,Moderate Stress,1,3,3,3,3,2,2,2,1,20,Severe Depression,FALSE
1817,18-22,Male,AIUB,Engineering - CS / CSE / CSC / Similar to CS,First Year or Equivalent,2.50 - 2.99,No,2,0,2,1,1,2,2,10,Moderate Anxiety,2,2,2,2,4,4,2,4,2,2,26,Moderate Stress,1,1,1,1,1,1,2,1,1,10,Moderate Depression,FALSE
